id,judul,judul_asli,sinopsis,tagline,genre,genre_ids,sutradara,pemain,produksi,negara,rating,jumlah_vote,popularitas,tanggal_rilis,tahun,bahasa_asli,teks_dokumen,jumlah_kata_dokumen,jumlah_kata_sinopsis
259316,Hewan-Hewan Fantastis dan Dimana Mereka Bisa Ditemukan,Fantastic Beasts and Where to Find Them,"Tujuh puluh tahun sebelum Harry Potter membaca buku pelajaran yang ditulis oleh Newt Scamander (Eddie Redmayne) di Hogwarts, sang penulis berkelana mengunjungi perkumpulan rahasia penyihir di kota New York.  Spin-off film Harry Potter yang berlatar belakang di tahun 1926 ini menceritakan kisah perjalanan Newt yang bepergian keliling dunia untuk bertemu dan mendokumentasikan hewan-hewan sihir. Akan tetapi ketika ia bersinggah di kota New York sebelum mengakhiri perjalanannya, Newt tidak sengaja melepaskan hewan-hewan sihir yang disimpannya di dalam koper sihir miliknya di dunia No-Maj (manusia tanpa kemampuan sihir).",Dari dunia sihir J.K. Rowling.,"Fantasi, Petualangan","[14, 12]",David Yates,"Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell","Heyday Films, Warner Bros. Pictures","United Kingdom, United States of America",7.308,19674,11.6587,2016-11-16,2016,en,"Judul film Hewan-Hewan Fantastis dan Dimana Mereka Bisa Ditemukan. Genre film ini adalah Fantasi, Petualangan. Tujuh puluh tahun sebelum Harry Potter membaca buku pelajaran yang ditulis oleh Newt Scamander (Eddie Redmayne) di Hogwarts, sang penulis berkelana mengunjungi perkumpulan rahasia penyihir di kota New York.  Spin-off film Harry Potter yang berlatar belakang di tahun 1926 ini menceritakan kisah perjalanan Newt yang bepergian keliling dunia untuk bertemu dan mendokumentasikan hewan-hewan sihir. Akan tetapi ketika ia bersinggah di kota New York sebelum mengakhiri perjalanannya, Newt tidak sengaja melepaskan hewan-hewan sihir yang disimpannya di dalam koper sihir miliknya di dunia No-Maj (manusia tanpa kemampuan sihir). Tagline: Dari dunia sihir J.K. Rowling.. Disutradarai oleh David Yates. Dibintangi oleh Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell. Diproduksi oleh Heyday Films, Warner Bros. Pictures. Negara produksi: United Kingdom, United States of America.",138,86
810693,Jujutsu Kaisen 0,劇場版 呪術廻戦 0,"Yuka Okkotsu, punya teman masa kecil bernama Rika Orimoto. Keduanya berjanji akan menikah bila sudah dewasa. Sayangnya, Rika meninggal dalam kecelakaan,  dan kemudian berubah menjadi roh terkutuk yang menghantui Yuta. Untuk menundukkan kutukan tersebut, Yuta ditawari Satoru Gojo masuk ke Sekolah Jujutsu. Yuta pun setuju dan kemudian bertemu tiga karakter lainnya yaitu, Inumaki Toge, Panda, dan Maki Zenin. Di bawah bimbingan Satoru Gojo, Yuta berusaha mematahkan kutukan Rika. Yuta juga melawan kekuatan Suguru Geto, penyihir sakti yang dikeluarkan dari sekolah Jujutsu karena membantai orang biasa. Dalam semesta Jujutsu Kaisen, kutukan datang dalam bentuk monster yang merupakan wujud dari emosi negatif.",,"Animasi, Aksi, Fantasi","[16, 28, 14]",박성후,"緒方恵美, 花澤香菜, 中村悠一, 櫻井孝宏, Mikako Komatsu","MAPPA, Shueisha, Sumzap",Japan,8.097,1733,11.6465,2021-12-24,2021,ja,"Judul film Jujutsu Kaisen 0. Genre film ini adalah Animasi, Aksi, Fantasi. Yuka Okkotsu, punya teman masa kecil bernama Rika Orimoto. Keduanya berjanji akan menikah bila sudah dewasa. Sayangnya, Rika meninggal dalam kecelakaan,  dan kemudian berubah menjadi roh terkutuk yang menghantui Yuta. Untuk menundukkan kutukan tersebut, Yuta ditawari Satoru Gojo masuk ke Sekolah Jujutsu. Yuta pun setuju dan kemudian bertemu tiga karakter lainnya yaitu, Inumaki Toge, Panda, dan Maki Zenin. Di bawah bimbingan Satoru Gojo, Yuta berusaha mematahkan kutukan Rika. Yuta juga melawan kekuatan Suguru Geto, penyihir sakti yang dikeluarkan dari sekolah Jujutsu karena membantai orang biasa. Dalam semesta Jujutsu Kaisen, kutukan datang dalam bentuk monster yang merupakan wujud dari emosi negatif. Disutradarai oleh 박성후. Dibintangi oleh 緒方恵美, 花澤香菜, 中村悠一, 櫻井孝宏, Mikako Komatsu. Diproduksi oleh MAPPA, Shueisha, Sumzap. Negara produksi: Japan.",131,100
439079,The Nun,The Nun,"Ketika seorang biarawati muda di biara terpencil Rumania mengorbankan hidupnya sendiri, seorang pendeta dengan masa lalu yang kelam dan seorang calon biarawati dikirim oleh Vatikan untuk menyelidiki peristiwa ini. Bersama-sama mereka membuka rahasia rahasia yang tidak terduga.  Mempertaruhkan tidak hanya hidup mereka tetapi iman mereka dan jiwa mereka, keduanya menghadapi kekuatan jahat dalam bentuk iblis biarawati yang pertama kali meneror para penonton di The Conjuring 2. Seketika itu biara tersebut menjadi medan pertempuran yang mengerikan antara yang hidup dan yang terkutuk.",,Kengerian,[27],Corin Hardy,"Taissa Farmiga, Demián Bichir, Bonnie Aarons, Jonas Bloquet, Ingrid Bisu","New Line Cinema, Atomic Monster, The Safran Company",United States of America,5.904,7158,11.6464,2018-09-05,2018,en,"Judul film The Nun. Genre film ini adalah Kengerian. Ketika seorang biarawati muda di biara terpencil Rumania mengorbankan hidupnya sendiri, seorang pendeta dengan masa lalu yang kelam dan seorang calon biarawati dikirim oleh Vatikan untuk menyelidiki peristiwa ini. Bersama-sama mereka membuka rahasia rahasia yang tidak terduga.  Mempertaruhkan tidak hanya hidup mereka tetapi iman mereka dan jiwa mereka, keduanya menghadapi kekuatan jahat dalam bentuk iblis biarawati yang pertama kali meneror para penonton di The Conjuring 2. Seketika itu biara tersebut menjadi medan pertempuran yang mengerikan antara yang hidup dan yang terkutuk. Disutradarai oleh Corin Hardy. Dibintangi oleh Taissa Farmiga, Demián Bichir, Bonnie Aarons, Jonas Bloquet, Ingrid Bisu. Diproduksi oleh New Line Cinema, Atomic Monster, The Safran Company. Negara produksi: United States of America.",122,81
281957,The Revenant,The Revenant,"Film yang bercerita mengenai tahun 1820an di mana seorang pemburu bernama Hugh Glass bersama timnya yang sedang melakukan sebuah petualangan perburuan serta penyelamatan yang sangat luar biasa dari sebuah semangat manusia. Hugh Glass yang diserang brutal oleh seekor beruang grizzly hingga sekarat dan ditinggalkan oleh timnya. Dengan upaya untuk tetap bertahan hidup, Hugh harus bertahan hidup secara ekstrim serta membuat perhitungan karena telah dikhianati oleh timnya.",,"Barat, Drama, Petualangan","[37, 18, 12]",Alejandro G. Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck","Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way","Canada, Hong Kong",7.542,19282,11.5023,2015-12-25,2015,en,"Judul film The Revenant. Genre film ini adalah Barat, Drama, Petualangan. Film yang bercerita mengenai tahun 1820an di mana seorang pemburu bernama Hugh Glass bersama timnya yang sedang melakukan sebuah petualangan perburuan serta penyelamatan yang sangat luar biasa dari sebuah semangat manusia. Hugh Glass yang diserang brutal oleh seekor beruang grizzly hingga sekarat dan ditinggalkan oleh timnya. Dengan upaya untuk tetap bertahan hidup, Hugh harus bertahan hidup secara ekstrim serta membuat perhitungan karena telah dikhianati oleh timnya. Disutradarai oleh Alejandro G. Iñárritu. Dibintangi oleh Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck. Diproduksi oleh Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way. Negara produksi: Canada, Hong Kong.",108,66
316029,The Greatest Showman,The Greatest Showman,"Sebuah film musikal yang merayakan kelahiran bisnis pertunjukan dan perasaan kagum yang kita rasakan ketika mimpi bisa jadi kenyataan. Terinspirasi dari kisah perjuangan hidup dan imajinasi P.T. Barnum. The Greatest Showman mengisahkan tentang seorang visioner yang membangun dari nol untuk menciptakan pertunjukan mengagumkan yang menjadi sensasi dunia.  The Greatest Showman disutradarai oleh Michael Gracey dengan lagu-lagu hasil karya pemenang Academy Award Benj Pasek dan Justin Paul (La La Land) dan dibintangi oleh peraih nominasi Academy Award Hugh Jackman. Selain itu juga menampilkan Michelle Williams, Zendaya, Zac Efron dan Rebecca Ferguson.",,Drama,[18],Michael Gracey,"Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya","Chernin Entertainment, 20th Century Fox, TSG Entertainment",United States of America,7.858,10046,11.2244,2017-12-20,2017,en,"Judul film The Greatest Showman. Genre film ini adalah Drama. Sebuah film musikal yang merayakan kelahiran bisnis pertunjukan dan perasaan kagum yang kita rasakan ketika mimpi bisa jadi kenyataan. Terinspirasi dari kisah perjuangan hidup dan imajinasi P.T. Barnum. The Greatest Showman mengisahkan tentang seorang visioner yang membangun dari nol untuk menciptakan pertunjukan mengagumkan yang menjadi sensasi dunia.  The Greatest Showman disutradarai oleh Michael Gracey dengan lagu-lagu hasil karya pemenang Academy Award Benj Pasek dan Justin Paul (La La Land) dan dibintangi oleh peraih nominasi Academy Award Hugh Jackman. Selain itu juga menampilkan Michelle Williams, Zendaya, Zac Efron dan Rebecca Ferguson. Disutradarai oleh Michael Gracey. Dibintangi oleh Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya. Diproduksi oleh Chernin Entertainment, 20th Century Fox, TSG Entertainment. Negara produksi: United States of America.",130,90
950,Ice Age: The Meltdown,Ice Age: The Meltdown,"Diego, Manny, dan Sid kembali dalam sekuel film animasi populer Ice Age. Kali ini, suhu beku yang sangat dingin telah berakhir, dan bumi yang tertutup es mulai mencair, yang akan menghancurkan lembah kesayangan ketiganya. Bencana yang akan datang mendorong mereka untuk bersatu kembali dan memperingatkan semua binatang buas lainnya tentang situasi yang menyedihkan itu.",,"Animasi, Keluarga, Komedi, Petualangan","[16, 10751, 35, 12]",Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott","20th Century Fox Animation, Blue Sky Studios, 20th Century Fox",United States of America,6.718,10325,11.1914,2006-03-29,2006,en,"Judul film Ice Age: The Meltdown. Genre film ini adalah Animasi, Keluarga, Komedi, Petualangan. Diego, Manny, dan Sid kembali dalam sekuel film animasi populer Ice Age. Kali ini, suhu beku yang sangat dingin telah berakhir, dan bumi yang tertutup es mulai mencair, yang akan menghancurkan lembah kesayangan ketiganya. Bencana yang akan datang mendorong mereka untuk bersatu kembali dan memperingatkan semua binatang buas lainnya tentang situasi yang menyedihkan itu. Disutradarai oleh Carlos Saldanha. Dibintangi oleh Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott. Diproduksi oleh 20th Century Fox Animation, Blue Sky Studios, 20th Century Fox. Negara produksi: United States of America.",103,54
381288,Split,Split,"Ketika ketiga gadis remaja sedang menunggu ayah mereka di dalam mobil, seorang pria misterius menculik dan membawa mereka ke dalam sebuah bunker. Sang penculik yang bernama Kevin (James McAvoy) adalah seorang pria dengan gangguan jiwa yang membuatnya memiliki 23 kepribadian yang berbeda, yang diantaranya adalah seorang wanita dan anak berumur 9 tahun yang bernama Hedwig.  Sebagai salah satu gadis yang diculik, Casey berusaha meloloskan diri dengan meyakinkan salah satu kepribadian Kevin untuk melepaskan mereka. Akan tetapi hal tersebut tidaklah mudah, terlebih setelah Hedwig memperingatkan mereka akan the Beast yang merupakan kepribadian Kevin yang paling berbahaya.",,"Kengerian, Cerita Seru","[27, 53]",M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Haley Lu Richardson, Jessica Sula, Betty Buckley","Blinding Edge Pictures, Blumhouse Productions",United States of America,7.341,18304,10.8518,2017-01-19,2017,en,"Judul film Split. Genre film ini adalah Kengerian, Cerita Seru. Ketika ketiga gadis remaja sedang menunggu ayah mereka di dalam mobil, seorang pria misterius menculik dan membawa mereka ke dalam sebuah bunker. Sang penculik yang bernama Kevin (James McAvoy) adalah seorang pria dengan gangguan jiwa yang membuatnya memiliki 23 kepribadian yang berbeda, yang diantaranya adalah seorang wanita dan anak berumur 9 tahun yang bernama Hedwig.  Sebagai salah satu gadis yang diculik, Casey berusaha meloloskan diri dengan meyakinkan salah satu kepribadian Kevin untuk melepaskan mereka. Akan tetapi hal tersebut tidaklah mudah, terlebih setelah Hedwig memperingatkan mereka akan the Beast yang merupakan kepribadian Kevin yang paling berbahaya. Disutradarai oleh M. Night Shyamalan. Dibintangi oleh James McAvoy, Anya Taylor-Joy, Haley Lu Richardson, Jessica Sula, Betty Buckley. Diproduksi oleh Blinding Edge Pictures, Blumhouse Productions. Negara produksi: United States of America.",136,95
1294203,Culpa Mía: London,My Fault: London,"Noah yang berusia 18 tahun pindah dari Amerika ke London, bersama ibunya yang baru jatuh cinta kepada William, pebisnis kaya asal Inggris. Noah bertemu putra William, Nick yang badung, lalu keduanya saling tertarik dan itu tidak bisa dihindari. Saat Noah menghabiskan musim panas menyesuaikan diri dengan hidup barunya, masa lalunya akan mengejarnya saat jatuh cinta untuk pertama kalinya.",,"Drama, Percintaan","[18, 10749]","Dani Girdwood, Charlotte Fassler","Asha Banks, Matthew Broome, Eve Macklin, Ray Fearon, Enva Lewis","42, Pokeepsie Films, Amazon MGM Studios","Spain, United Kingdom",7.384,559,10.7537,2025-02-12,2025,en,"Judul film Culpa Mía: London. Genre film ini adalah Drama, Percintaan. Noah yang berusia 18 tahun pindah dari Amerika ke London, bersama ibunya yang baru jatuh cinta kepada William, pebisnis kaya asal Inggris. Noah bertemu putra William, Nick yang badung, lalu keduanya saling tertarik dan itu tidak bisa dihindari. Saat Noah menghabiskan musim panas menyesuaikan diri dengan hidup barunya, masa lalunya akan mengejarnya saat jatuh cinta untuk pertama kalinya. Disutradarai oleh Dani Girdwood, Charlotte Fassler. Dibintangi oleh Asha Banks, Matthew Broome, Eve Macklin, Ray Fearon, Enva Lewis. Diproduksi oleh 42, Pokeepsie Films, Amazon MGM Studios. Negara produksi: Spain, United Kingdom.",100,58
607,Men in Black,Men in Black,"Setelah kejar-kejaran polisi dengan makhluk dunia lain, seorang polisi Kota New York direkrut sebagai agen dalam organisasi rahasia yang didirikan untuk memantau dan mengawasi aktivitas alien di Bumi: Men in Black. Agen K dan agen rekrutan baru Agen J menemukan diri mereka di tengah rencana mematikan teroris antargalaksi yang telah tiba di Bumi untuk membunuh dua duta besar dari galaksi berlawanan.",,"Aksi, Petualangan, Komedi, Cerita Fiksi","[28, 12, 35, 878]",Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn","Columbia Pictures, Amblin Entertainment, Parkes+MacDonald Production",United States of America,7.221,14805,10.7053,1997-07-02,1997,en,"Judul film Men in Black. Genre film ini adalah Aksi, Petualangan, Komedi, Cerita Fiksi. Setelah kejar-kejaran polisi dengan makhluk dunia lain, seorang polisi Kota New York direkrut sebagai agen dalam organisasi rahasia yang didirikan untuk memantau dan mengawasi aktivitas alien di Bumi: Men in Black. Agen K dan agen rekrutan baru Agen J menemukan diri mereka di tengah rencana mematikan teroris antargalaksi yang telah tiba di Bumi untuk membunuh dua duta besar dari galaksi berlawanan. Disutradarai oleh Barry Sonnenfeld. Dibintangi oleh Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn. Diproduksi oleh Columbia Pictures, Amblin Entertainment, Parkes+MacDonald Production. Negara produksi: United States of America.",106,61
46853,Bermain dengan Cinta,Maladolescenza,"Laura dan Fabrizio bertemu setiap musim panas di hutan dekat rumah musim panas orang tuanya. Fabrizio adalah seorang anak laki-laki penyendiri yang hanya ditemani oleh anjingnya; Laura anak yang manis tapi tidak percaya diri. Musim panas ini, aspek-aspek baru masuk ke dalam kisah mereka seiring keduanya tumbuh dewasa. Laura jatuh cinta dengan Fabrizio, sementara dia menunjukkan kesadaran seksual baru tentang Fabrizio yang ditutupi oleh kebenciannya. Segalanya berkembang lebih jauh ketika mereka bertemu Sylvia yang, tidak seperti Laura yang lugu, percaya diri dan tegas. Fabrizio mulai tertarik padanya, akhirnya menyuap Laura untuk menjemputnya ke hutan untuk bergabung dengan mereka bermain.",Hutan masa muda adalah cinta yang berbahaya,Drama,[18],Pier Giuseppe Murgia,"Lara Wendel, Éva Ionesco, Martin Loeb","Cinema 23 Film, Monarex, Petra Cinematografica","Italy, Germany",5.256,87,10.5521,1977-05-17,1977,it,"Judul film Bermain dengan Cinta. Genre film ini adalah Drama. Laura dan Fabrizio bertemu setiap musim panas di hutan dekat rumah musim panas orang tuanya. Fabrizio adalah seorang anak laki-laki penyendiri yang hanya ditemani oleh anjingnya; Laura anak yang manis tapi tidak percaya diri. Musim panas ini, aspek-aspek baru masuk ke dalam kisah mereka seiring keduanya tumbuh dewasa. Laura jatuh cinta dengan Fabrizio, sementara dia menunjukkan kesadaran seksual baru tentang Fabrizio yang ditutupi oleh kebenciannya. Segalanya berkembang lebih jauh ketika mereka bertemu Sylvia yang, tidak seperti Laura yang lugu, percaya diri dan tegas. Fabrizio mulai tertarik padanya, akhirnya menyuap Laura untuk menjemputnya ke hutan untuk bergabung dengan mereka bermain. Tagline: Hutan masa muda adalah cinta yang berbahaya. Disutradarai oleh Pier Giuseppe Murgia. Dibintangi oleh Lara Wendel, Éva Ionesco, Martin Loeb. Diproduksi oleh Cinema 23 Film, Monarex, Petra Cinematografica. Negara produksi: Italy, Germany.",142,99
